TEAM,Record,YEAR,CONF,Rank,SEED,Games,Wins,Losses,ADJOE,ADJDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,ADJ T.,WAB,POSTSEASON
South Dakota St.,28–4,2022,Sum,72,13,32,28,4,115.4,103.7,0.7733,59.7,51.5,15.3,15.8,24,24.2,35.2,21.3,56.3,50.6,44.2,35.2,70.7,1.8,R64
Chattanooga,25–7,2022,SC,79,13,32,25,7,108.4,98.7,0.7463,52.8,49.6,17,18,32.7,26.3,27,27.3,53.9,52.1,34.1,30.6,65.6,0.3,R64
Montana St.,25–7,2022,BSky,142,14,32,25,7,103.1,100.8,0.5663,54.1,48.6,18.5,18.3,26.7,23.3,40.5,36.2,53.2,48.2,37.2,32.8,68,-2.7,R64
Florida,26–7,2013,SEC,1,3,33,26,7,117.5,85.3,0.9757,55.8,42.7,17.7,22.4,34,28.6,29.1,30.2,54.9,41.5,38,30.1,62.7,4.1,E8
Indiana,27–6,2013,B10,2,1,33,27,6,122.5,89.5,0.9736,55.2,44,19.1,21.2,39.7,31.5,46,27.7,52.2,43,41.1,30.6,68.1,7.8,S16
Ohio St.,26–7,2013,B10,7,2,33,26,7,113.4,88.9,0.9427,50.8,45.2,16.6,20.7,32.2,27.6,34.2,28.4,50,43.6,35.1,32,64.9,7.2,E8
Miami FL,27–6,2013,ACC,15,2,33,27,6,110.9,89.7,0.92,52.3,45.6,16.9,18.4,30.8,27.9,35.2,28.8,51.5,43.8,35.8,32.6,63.2,6.3,S16
Michigan,25–8,2014,B10,15,2,33,25,8,123,99.5,0.9195,55.5,49.6,14.8,17.3,28.9,28.9,35.9,27.6,53.1,50.4,39.4,32.1,63,7.7,E8
Dayton,23–10,2014,A10,63,11,33,23,10,113.2,100.5,0.797,52.6,49.4,18.1,19.1,34.9,28.6,41.3,43.2,50.7,48.5,37.8,34.3,65.4,0.6,E8
Middle Tennessee St.,28–5,2013,SB,46,11,33,28,5,104.7,90.3,0.8458,51.3,44.1,20.8,23.9,37,29,42.2,42.5,49.4,43.9,37.8,29.6,65.1,0.7,R68
Wisconsin,26–7,2014,B10,6,2,33,26,7,121.9,96.4,0.937,53.1,47.5,12.6,15.6,27.9,27.7,44.1,25.9,51.3,46.2,37.3,34.3,64.3,7.9,F4
Long Island,20–13,2013,NEC,201,16,33,20,13,108.2,111.4,0.4148,54.9,52.5,20.3,18.4,35,33.3,46.3,31.9,53.4,51,38.5,37.3,69.5,-8.6,R68
Iowa St.,26–7,2014,B12,22,3,33,26,7,116.6,96.6,0.8967,53.8,47.1,14.4,16.2,28.1,28.3,37.2,31.1,54.6,45.4,35.1,33.6,71.9,7.5,S16
Baylor,22–11,2014,B12,33,6,33,22,11,118.1,100.9,0.8595,51.4,48.6,18.2,15.9,41.1,32.9,43.7,32.7,48.2,45.6,38.4,36.7,62.8,3.1,S16
Stanford,21–12,2014,P12,42,10,33,21,12,112.5,97.6,0.8376,51.9,48.3,16.8,17,29.5,28,44.6,37,50.3,45.8,37.1,35.5,67.3,1.1,S16
Xavier,21–12,2014,BE,53,12,33,21,12,112.6,98.9,0.8166,51.9,49.1,18.7,17,34.1,28.8,42,39.8,51.5,46.8,35.4,35.4,66,1.4,R68
Duke,29–4,2015,ACC,4,1,33,29,4,124.8,92.5,0.9691,56.9,47.4,16.8,18.7,37.4,30.1,40.2,24.9,56.3,47.1,38.6,32,66.7,10.7,Champions
Gonzaga,31–2,2015,WCC,9,2,33,31,2,120.4,92.5,0.9536,58.4,43.6,16.3,17.6,33.9,28.6,39.1,31.6,57.1,41.4,40.8,32.3,65.1,7.8,E8
North Carolina St.,20–13,2015,ACC,35,8,33,20,13,113.5,96.8,0.8609,49.6,45.5,16.2,15.4,34.1,30.5,36.1,34.1,47.4,43.6,36.1,33.2,64.9,1.1,S16
UCLA,20–13,2015,P12,50,11,33,20,13,110.2,96.5,0.8228,49.4,48.7,17.5,18.5,33.8,28.1,36.3,32.7,47.2,45.7,36.3,35.5,66.9,0,S16
Kansas,29–4,2016,B12,1,1,33,29,4,120.7,90.9,0.963,55.9,45.3,17.8,19.1,32.2,28.8,39,37.2,52.2,43.3,42.2,33,70,11.6,E8
Virginia,26–7,2016,ACC,3,1,33,26,7,119.5,91.6,0.9551,54.4,48.7,15.3,19.7,30.6,25.9,32.4,33.7,51.9,46.5,40.5,34.9,61.6,8.7,E8
Duke,23–10,2016,ACC,14,4,33,23,10,121.6,98.1,0.9214,53.7,49.4,14.3,17.7,34,34.5,40.2,25.4,50.7,48.9,38.7,33.9,68.7,4.2,S16
Oregon,27–6,2016,P12,21,1,33,27,6,117.8,96.6,0.9067,52.3,49,16.3,20.6,34.6,31.3,40.2,32.3,52.2,46.2,35.1,36.4,69.1,6.7,E8
Gonzaga,32–1,2017,WCC,1,1,33,32,1,119.7,87.8,0.9725,58,41.6,15.9,17.7,29.9,25.4,38.2,26,58.4,40,38.2,30,71.8,7.7,2ND
North Carolina,26–7,2017,ACC,5,1,33,26,7,121,92.7,0.9551,52.3,48.5,16.4,18.7,42,25.1,33.1,31.4,51.1,46.7,36.7,34.2,72.7,8.3,Champions
Oregon,28–5,2017,P12,20,3,33,28,5,115.9,93.5,0.9225,55.6,46.1,17,20.1,32,29.8,34.4,26.6,54.8,45.8,37.9,31.1,68.5,6,F4
UCLA,29–4,2017,P12,25,3,33,29,4,121.6,98.9,0.9151,59.5,48.4,15.4,16.2,29.4,28.3,26.9,25.8,58.8,45,40.5,36.2,75.3,6.7,S16
Duke,26–7,2018,ACC,3,2,33,26,7,123,93.8,0.9579,56,46,17.7,16.9,39.1,29.2,34.9,22,55.6,44.8,37.8,32.1,71.4,6.6,E8
Texas Tech,24–9,2018,B12,12,3,33,24,9,112.8,90.9,0.9229,52.7,46.7,18.1,22,33.3,28.4,40.3,38.1,51.5,45.1,36.6,32.8,67.6,4.7,E8
Kansas St.,22–11,2018,B12,31,9,33,22,11,112.2,95.6,0.8626,53.5,49.5,17.2,21.4,26.1,32.2,33.6,36.6,54.6,49.3,34.4,33.2,66.6,2.6,E8
Syracuse,20–13,2018,ACC,49,11,33,20,13,106.2,92.9,0.8232,47.2,46.8,19.1,19.6,35.1,29.3,40.2,31.3,46.7,44.8,32.1,32.8,64.5,-0.4,S16
Long Island,17–16,2018,NEC,265,16,33,17,16,101.8,110.4,0.2836,52.3,50,19.4,16.4,29.8,29.9,38.5,32.1,52.3,50.4,34.8,32.7,72.7,-13.2,R68
Gonzaga,30–3,2019,WCC,2,1,33,30,3,124.1,91.6,0.9705,59.6,44.2,14.5,18.9,30.6,27.1,36,25.1,62.3,43.1,36.5,30.9,72,7.1,E8
North Carolina,27–6,2019,ACC,5,1,33,27,6,119.2,91.2,0.9559,52.9,48.3,17.1,18.5,34.6,23.2,30.9,28.9,51.9,47.5,36.5,32.9,76.3,10,S16
Tennessee,28–5,2019,SEC,8,2,33,28,5,122.9,95,0.9505,55.3,47.4,15.9,18.2,31.6,30.3,33.4,34.4,55.7,44.6,36.2,34.4,68.9,9.8,S16
Kentucky,27–6,2019,SEC,9,2,33,27,6,116.9,91.7,0.9423,53.3,47,18.5,18.4,36.6,25.8,42.5,27.1,52.7,43.6,36.4,35,67.2,8.8,E8
St. John's,21–12,2019,BE,73,11,33,21,12,109.1,99.8,0.7358,52.3,50.8,14.1,21,21.4,29.7,29.4,39,51.2,50.5,36.2,34.1,72.1,-1.1,R68
Prairie View A&M,21–12,2019,SWAC,212,16,33,21,12,101,105.1,0.3862,48.8,50.9,17.4,24.7,29.8,34,44.2,46.6,49.6,53.5,31.5,30.8,72.2,-6.9,R68
Kansas,30–3,2008,B12,1,1,33,30,3,121,85.6,0.9816,56.3,44.8,18.7,22.9,38,29,37.5,30.8,54.8,40.9,39.9,34,69.5,9.9,Champions
UCLA,30–3,2008,P10,3,1,33,30,3,116.4,86.9,0.9664,52.3,48,18.8,22.7,39.2,25.9,38,25.7,52.9,46.8,33.8,34.2,66.2,10.8,F4
Wisconsin,29–4,2008,B10,4,3,33,29,4,112.2,84.9,0.9609,50.6,43.1,19.4,22.2,36.2,28.5,39.3,25.4,49.2,41.3,35.9,31.1,63.5,8.3,S16
Texas,27–6,2008,B12,8,2,33,27,6,120,94.2,0.9419,51.4,46.1,14.1,18.5,36.1,33.7,32.6,29.7,48.7,43.6,37.7,33.2,64.8,8.4,E8
Stanford,26–7,2008,P10,11,3,33,26,7,111.5,88.6,0.9334,49.8,44,18.9,18.1,39.2,28.8,40.4,34,48.2,41.6,36,33.5,65.2,6.7,S16
Xavier,27–6,2008,A10,14,3,33,27,6,115.2,92.3,0.9272,55,46.8,20.3,20,36.5,29.5,41.7,31.5,52.8,44.6,39.2,33.5,65.8,4.7,E8
Michigan St.,25–8,2008,B10,17,5,33,25,8,114,92.5,0.9172,52.5,46.1,21.2,19.3,39.8,31.4,34.1,32.2,51.4,45.2,37.3,31.7,65.4,5.1,S16
West Virginia,23–10,2008,BE,18,7,33,23,10,113.1,92.2,0.913,51.6,47.7,16.3,23.3,34.1,31.4,37.1,38.9,50.6,45.1,35.8,35.4,65.8,2.6,S16
Louisville,28–5,2009,BE,5,1,33,28,5,109.9,84.3,0.9545,51.9,44,19.7,23.6,34.7,31.8,32.2,31.4,50.5,43.2,36,30.4,68.7,8,E8
Villanova,26–7,2009,BE,18,3,33,26,7,112.4,90.8,0.9215,51.5,47.4,19.2,22.2,35.6,30.7,42.7,37.9,49.8,45,36.8,33.9,68.2,6,F4
West Virginia,27–6,2010,BE,7,2,33,27,6,117.3,91.9,0.9428,49.3,47.7,18.1,20.9,42.4,31.2,38.2,40.6,48.8,46.6,33.6,33.3,63.7,8,F4
Washington,24–9,2010,P10,33,11,33,24,9,111.3,93,0.8881,49.4,46.2,17.5,22,37.4,31.6,42,46.4,49.6,46,32.5,31.2,73.3,1.2,S16
Tennessee,25–8,2010,SEC,35,6,33,25,8,106.7,89.3,0.886,50.2,44.9,18.7,23.7,32.5,31.8,36,40.9,51.7,45.5,31.3,29.3,69.6,3.9,E8
Kentucky,25–8,2011,SEC,6,4,33,25,8,118.5,91.9,0.9488,52.4,44,15.9,18.3,35.2,30.8,37.1,30.7,49,41.6,39.7,33.2,66.9,5.2,F4
North Carolina,26–7,2011,ACC,13,2,33,26,7,110.3,88.8,0.9237,49.2,46.1,18.7,19.6,37.2,29.8,37.9,24.8,48.9,44.5,33.3,32.7,71.7,7.4,E8
BYU,29–4,2011,MWC,15,3,33,29,4,116.8,94.1,0.923,51.8,46.5,15.3,20.3,31.5,28.7,39,33.2,50.4,44.7,36.1,33.9,71.4,7.2,S16
Florida,26–7,2011,SEC,21,2,33,26,7,113.3,93.8,0.8977,51.7,47.6,19.1,19.3,38.4,29.9,35.9,26.6,50.9,47.5,35.6,31.9,63.9,5.3,E8
USC,19–14,2011,P10,45,11,33,19,14,107.2,92.5,0.8445,50.1,46.4,17.6,18.5,30.2,28.1,34.7,36.4,48.5,44.7,35.7,33.3,63.4,-1.6,R68
Arkansas Little Rock,17–16,2011,SB,228,16,33,17,16,99,104.6,0.3479,47.7,50.3,17.9,20.8,29.3,31.9,42.4,45.3,42.1,49.9,39.7,34,65.3,-11.1,R68
Kansas,27–6,2012,B12,3,2,33,27,6,114.8,87.8,0.9564,54,43.9,19.6,20.7,34.9,28.6,41.1,34.3,54.1,40,35.8,34.7,67.9,8.3,2ND
Syracuse,31–2,2012,BE,7,1,33,31,2,115.4,89.8,0.9471,51.9,44,16,25.2,36.6,39.3,31.8,29.8,52,42.9,34.5,30.6,66.2,10.9,E8
Wisconsin,24–9,2012,B10,8,4,33,24,9,110.7,87.1,0.9407,49.7,41.8,15.1,18.5,30.4,28.1,31.1,29.9,46.6,41.3,36.1,28.9,58.8,5,S16
Indiana,25–8,2012,B10,11,4,33,25,8,119.3,96.2,0.9225,54.7,47.7,19.1,20.3,35.5,31.2,46.6,34.2,50.8,45.5,43.3,34.9,67.8,5.9,S16
Florida,23–10,2012,SEC,15,7,33,23,10,120.6,97.9,0.9167,54.7,49,16.6,19.7,33.8,31,33,30.7,51.7,46.9,39,35.6,65.6,3.1,E8
Baylor,26–7,2012,B12,16,3,33,26,7,114.5,93.3,0.9129,52.6,47.2,20.6,21.3,37.6,32.9,36.5,31.7,50.8,45.5,37.7,33.9,66.7,7,E8
California,24–9,2012,P12,23,12,33,24,9,109.8,91.8,0.8866,52.1,46.1,18.4,19.5,32.1,27.3,34.5,27,51.2,44.7,36.8,32.8,66.8,1.8,R68
Xavier,21–12,2012,A10,49,10,33,21,12,106.4,94,0.8064,49.6,45.3,18.6,18.6,31.6,30.1,40.8,36.4,48.7,44.9,34.9,30.6,67.9,0.7,S16
Ohio,26–7,2012,MAC,65,13,33,26,7,104.1,93.2,0.7795,49,47.2,19.6,26.5,35.1,33.6,36.6,43.5,48.4,48.2,33.3,30.3,67.3,0.3,S16
Mississippi Valley St.,21–12,2012,SWAC,277,16,33,21,12,95.3,105.1,0.2444,46.5,50.2,20.6,23.1,33.6,31.4,34.9,41.8,44.8,46.1,32.8,38.8,69.9,-4.9,R68
Kentucky,26–7,2022,SEC,7,2,33,26,7,118.9,93.9,0.9379,53.3,46.5,16.6,17.4,37.8,24.9,27.2,25.1,53.7,47.2,34.9,30.3,68.7,6.9,R64
Tennessee,26–7,2022,SEC,8,3,33,26,7,110.1,86.9,0.9377,50.3,46.2,18,22.9,32.8,27.4,29.6,31.6,48,45.8,35.8,31.2,68.2,8.1,R32
Villanova,26–7,2022,BE,11,2,33,26,7,117.2,93,0.9346,52,47.5,15.5,18.8,30.9,28,30.5,25.1,50.3,48.2,35.9,31,63.6,7.5,F4
LSU,22–11,2022,SEC,18,6,33,22,11,105.7,88,0.8915,49.5,45.1,20.4,25.3,33.7,31.2,33,38.4,50.5,47.7,31.9,28,69.8,2.4,R64
Indiana,20–13,2022,B10,19,12,33,20,13,107.9,90.3,0.8857,51.3,45.6,17.3,17.4,26.9,25,33.5,30.6,51.4,43.4,33.9,32.6,68.1,0.5,R64
Arkansas,25–8,2022,SEC,23,4,33,25,8,109.4,92.1,0.8793,49.2,47.5,17.4,20.6,30.9,25.8,37.9,32.3,50.9,46.4,30.7,32.8,71.7,4.6,S16
Boise St.,26–7,2022,MWC,31,8,33,26,7,107.1,91.6,0.8578,51.1,48.2,18.5,20.1,30.6,21.9,35.2,25.8,51.1,48,34.1,32.4,65.7,4,R64
North Carolina,24–9,2022,ACC,32,8,33,24,9,112.4,96.4,0.8535,52.1,49.8,16.5,14.1,30.4,20.8,29.6,21.5,50.7,48.3,36.2,34.9,71.3,3.8,2ND
USC,26–7,2022,P12,50,7,33,26,7,109.5,96,0.8189,51.1,44.7,17.7,14.7,33.8,27.2,30.9,26.3,50.1,41.6,35.4,33.7,67.1,4.3,R64
Creighton,22–11,2022,BE,59,9,33,22,11,104.2,92.1,0.8038,50.9,44.9,20.5,15.5,28.6,28.4,26,20.3,53.9,43.5,30.7,31.7,67.9,2,R32
Miami FL,23–10,2022,ACC,64,10,33,23,10,113.8,101,0.797,54.2,53.4,14.2,20.3,23.4,30.3,28.9,24.6,54.9,53.9,35.3,35.2,68.5,2.1,E8
Delaware,21–12,2022,CAA,133,15,33,21,12,106.6,103.4,0.585,53.5,49.3,18.4,18.5,26.8,31.2,34.6,29.3,54.2,47.5,35,34.9,67.7,-5.6,R64
Colgate,22–11,2022,Pat,139,14,33,22,11,106.3,103.6,0.571,55.9,49,16.9,16.2,26.5,24.8,26.8,24.3,52.7,48.2,40.2,33.7,68.2,-6.2,R64
Wright St.,20–13,2022,Horz,206,16,33,20,13,104.1,107,0.4218,52,51.2,17.9,18.4,31.3,30,31.1,26,53.2,51.6,33,33.7,69.6,-8.4,R64
